No.,No. 2,No. 3,Time,Review text,Rater 1 - Valence,Rater 1 - Arousal,Rater 2 - Valence,Rater 2 - Arousal
980,129039,668,9/3/14,"Great food, great atmosphere, decent service. And if you're a coffee drinker, the coffee bar at the front of the store is one of my favorite spots in NYC for high quality coffee, gelato and desserts!",9,6,8,8
981,50989,621,6/10/14,"Great restaurant located in the Times Sq. area. Initially made a reservation for 5, but they were willing to accomodate 2 extra people if they showed up. The lighting was dim and it was noisy. Lots of people for a weeknight. Your best bet is to come here with at least 3 people. Family style food. In the end, there were only 5 of us dining so we ordered two entrees. We ordered the fettuccine alfredo and chicken parm. The alfredo was rich and creamy. The chicken parm was made perfectly: thin chicken cutlets with a reasonable amount of breading. Only downside was that the bread that we were served was inconsisten. For me, it was borderline stale, but my other friends really enjoyed it. Some pieces were very crunchy while others were a bit softer. Since we ordered two dishes, the total came up around $60 for 5 people.",7,3,7,3
982,2400,66,9/17/13,"These really are the No. 1 tacos in NYC. Right in the middle of Chelsea Market, too, who would have thought! Although the constant line leading to the register may seem daunting, the kitchen is a well-oiled machine and turnover is surprisingly fast. I really like that you bring your order ticket to the kitchen counter yourself, and the chef that takes your ticket then asks how you like your tacos prepared. Say ""everything"" if you want all the standard toppings. Actually, just say ""everything."" The bf and I stopped by to try a few of their tacos, including the carne asada and adobada. The adobada is very much like al pastor, roasted slowly on a spit almost like schawarma. They actually stick a large pineapple atop the huge hunk of pork, so that the sweet juices flow down slowly to infuse all its flavor on the pork and creates a beautiful lacquer. The adobada actually reminds me of the al pastor from Leo's Taco Truck in LA - which is a very good thing. The corn tortillas (and you should always get corn, although they do offer flour) were amazing as well, perfectly pliable, toothsome and incredibly fresh. The filling to tortilla ration was spot-on, making for perfect flavor and textural proportions with every bite. The bf also enjoyed the carne asada taco immensely, commenting that they're probably among the best tacos he's ever had. Mind you he is from San Diego. So there you go, my West Coasters - finally a place where you can indulge in all your taco cravings. Never can we whine again about shitty Mexican in the city.",9,9,8,9
983,43927,416,9/10/12,"I came here to meet up with a client for lunch. I had the burger (20$) and I will channel Sam Jackson from Pulp Fiction when I say ""This IS a tasty burger!"" I also went back for dinner, I ordered the skirt steak and it was delicious.  I'll put TSP on my to do list next time I hit up NYC.",9,6,8,7
984,62851,267,9/1/13,"Coming from Paris, I can tell it's as close as you get to a true good french restaurant ! Food is excellent, and unlike most french restaurants in NY, prices are in line with what you would pay in Paris for the same food. Been there several times, never disappointed.",8,5,8,5
985,22277,72,8/12/11,Lovely! Just like chillin in the tokyo ramen ya joints in shibuya or warabi! Toss the double noodles in there and your good to go. Don't buy a beer or soda yo... It's ramen you'll have plenty of fluids!,7,8,7,8
986,7832,544,9/19/13,"A very small, intimate spot dimly lit by quartz candles, lanterns, and chandeliers, Sofia Wine Bar & Cafe is romantic and relaxing, yet simple when it comes to Italian wine bars. A solid midtown East after-work locale and/or a great backdrop for a date. With regards to dates though, I see it being better for late-night. The noise level and crowd intensity at peak hours is simply not conducive to deep conversation. A bar to consider if in the mood for some serious wine indulgence. Waiters will immediately greet you upon entrance. The service here is generally friendly. You can sit either at the bar or one of their wooden tables set up by candles. Sofia offers a variety of straightforward choices, so it takes out a lot of guesswork. Their menu highlight would be their mid-sized thin-crust pizzas with optional toppings of prosciutto, mozzarella, and meatballs, etc. They also offer a selection of appetizers. My partner and I went with the Spinach Artichoke Dip and Meat & Cheese Platter accompanied by glasses of wine. Selection of wine is quite wonderful yet also rather steep, ranging from $12-$18 a glass. Bottles range $50 and above. The Spinach Artichoke Dip, served with blue tortilla corn chips, was an enjoyable sharing plate. Sufficient chunks of artichoke is swirled in oozing, thick layers of spinach and cheese. They also supply a side of sourdough bread. The Meat & Cheese platter was a tasty assortment of prosciutto, sopressata, and cheese. The two appetizers were perfect for sharing and paired great with the wine. A slight drawback would be the lack of a description for what we were having. We'd ask the waiter, but it was simply too noisy in the bar at the time. Overall, Sofia offers a classy ambiance for a very uncomplicated, relaxing dinner. With an extensive Italian wine list, you cannot go wrong when in the mood for some quality wine.",8,3,8,3
987,114411,564,1/3/14,"I was not aware of the $75 prix fixe menu for NYE but they did call to confirm the reservation and let me know about the menu at that time, giving me a chance to back out.  I tried the foie gras (first for me) and it seemed good but I had nothing for comparison.  I had the duck breast and my girlfriend had the haddock, both of which were great!  The creme brulee was really good but not excellent.  The wine recommendations were right on and seemed to be a generous amount.  The staff was very pleasant and eager to please.  I considered a four-star review but thought the price was a little steep.",6,2,6,2
988,80897,398,6/17/12,Overall solid japanese food. Only could comment on the cooked lunch set (can be ordered for dinner). Affordable for NY standards. Good portions. Overall tastefully prepared. Good for traveling families.,7,4,7,4
989,96884,472,7/27/14,"What a wonderful experience! I called to make a reservation for a birthday dinner and already loved the place solely based on my phone experience. The person at The Eddy was so helpful in planning the dinner. When we got there we were greeted by everyone with a smile. Once seated, the waitress helped us choose drinks. Her knowledge was impressive and what she recommended was incredible. I love charteuse so she got me a drink that wasn't on the menu. It was so tasty! Then we got the tasting menu, which was unbelievable. Each dish was the perfect size and had a unique flavourful taste. I can't think of what plate I liked the most... The best was the dessert though.... If that is even possible. It was malt ice cream with pretzel and chocolate combination and I can't get the texture and taste out of my mind. I appreciated the genuine kindness of the staff and the impeccable service. It made the night a success. I recommend this to everyone and anyone that enjoys fun and delicious food! I will definitely return. Hopefully soon!",9,9,8,9
990,24657,134,8/26/10,"I consider myself more of a purist when it comes to Japanese - no ""funky dunky"" rolls (as my bf calls them), and no fusion... ....so I love that this place has amazing variety for sushi/sashimi. I wouldn't say it's the ""best"" I've ever had - some pieces were straight up misses (esp disappointed with the toro today)... but stick with the chef's recommendations (the ones circled in red each day) - they were all pretty solid. Also would add that the sushi rice here reminded me a bit of the sushi places I used to frequent in Tokyo, i.e., it's done right. I loved that I could taste each grain of rice. I realized when I got the bill that yes, this place IS expensive. My bf and I got 26 pieces, miso soup, green tea, and an yebisu for lunch today and the bill came out to $190 with tip and tax... and honestly, we were still a bit hungry. P.S. Forgot to mention that I LOVE the simplistic decor of the place...",8,8,7,9
991,137677,796,6/24/09,"Unnnnnhhh pork belly BLT NOM NOM NOM (sorry, it defies coherence) (whiskey is good too!)",9,9,8,9
992,2368,841,5/15/13,"We got to Pies n' Thighs at 2pm on a Saturday afternoon expecting to get a table. Unfortunately, we were sorely mistaken, for even in Brooklyn, it is impossible to beat the dreaded Saturday brunch crowd. In between sips of sweet tea and bites of buttered biscuits, the deep fried chicken hit the spot. Hot out the kitchen, we wasted no time worrying about the sodium and oil content, letting the sweet juices dribble down our chin as we bit into the perfectly crisped chicken. The batter is a delicate balance of sugary and salty, a tantalizing prelude to the meat which was cooked to just the right amount of tenderness. If you are willing to brave the throngs of hipster and endure the awful service atypical to Williamsburg, you will be rewarded with the greasiest, most juicy fried chicken your money can buy.",7,4,8,5
993,15262,440,1/13/11,"3.5 stars. I saw the Minca group at the Ramen Festival at the Asia Society.   I was hoping for different types of Ramen like they have in Japan, but there menu is nothing spectacular.    There was a line out the door but it went pretty fast.   My friend happen to buy a ramen colander that day.  He took it out of his bag and showed the kitchen.  One of the cooks looked a little alarmed and gave us a stare.   My friend likes attention, what can I say.   I went for the pork broth with the thick noodles.  The spicy miso broth looked good but I want to see how they do a basic bowl of noodles first.   I did notice that the pork was torched before serving as it is probably pre-cooked and cold. Pretty simple operation in making the noodles.    It was pretty much what I was expecting but was hoping the pork broth would be a little richer.    I felt sorry for the one waitress who was practically doing everything except cooking the food. The daikon salad with sesame sauce is pretty basic. Overall not bad for the price and less fufu than going to Ippudo.",6,3,7,4
994,18552,555,4/20/11,"I love their lamb and rice. To me, the chicken can be a bit dry. There is an option for a combo of their meats. There is no additional charge for that. This way if it's your first time here and you want to try a bit of everything, you can. Their rice is different than the rice they offer at most chicken and rice carts around NY. It's much better. Pita bread and salad always come with your meal for free. The white sauce is Mmmmm MMMM good. The red sauce def. has a good kick to it. I love spicy foods, so this is right up my alley. One should try it out first before deciding to dump the whole red sauce onto their meal. One of these bad boys serve as 2, sometimes 3 meals for me. You will def. get your moneys worth here. If you don't want leftovers, share this with someone. Or if you have a big appetite, then 1 would suffice. The service is fast, which is good because the line is ALWAYS long. I guess if you go on an off hour, it'll probably be shorter. But for some reason I always get a craving for this place during late hours, and that's when others are rolling in too.",8,6,9,7
995,35036,181,12/18/10,"I'm reluctant to write this for fear word will get out... The Bahn Mi is addictively good and the soups are amazing. They may have the best spicy soups (Sate and Bun Bo Hue) I've ever had. I have not found Vietnamese this good anywhere outside of the Bay Area. There is no atmosphere and only limited English, but it is very inexpensive and easily accessible from the N train - why can't they open one up in the slope??",8,8,7,7
996,5466,464,11/18/14,"Pretty good, I looked at reviews ahead of time so knew what to order. I got the wild mushroom paella. I dont think there was a crumb left on my plate. I like how the place was big and airy, I felt as if I had actually stepped out of new york city for a couple hours.",9,8,8,7
997,11912,917,9/15/10,Their vegetarian platter is amazing (a plate of different mezzes) and it's unlimited bread.  The Iskender is also good (lamb over croutons with amazing sauce). Their biggest attraction is their prices - if they raised their prices I honestly don't think they would be as packed every night.   The con is that they don't deliver and they have different (higher) prices for take out!  What's up with that?,7,8,6,7
998,160445,916,10/25/14,All five stars are for Kayla she is the best server. Always a home run in this place.,9,7,8,6
999,21684,91,10/9/12,"I can't say I've ever been to a fries only place. Had to see what they hype is about. So first off the place is super small and narrow. It wasn't that busy when I came but I can just imagine a line of semi-drunk people going down the street at midnight. The menu is confusing. It shouldn't be since it's really only fries and sauces. But for a first timer, I felt lost. What's the difference between on the side and on the fries? And if you get more than one sauce, do they layer it both on the fries - on multiple layers? I just made it easier and got the sauce on the side - though it was more expensive than just getting it on the fries. The regular size is still huge. I thought it was one of those paper cones - turns out it was two put together. I think it feeds three (girls). How do people enjoy without sitting down at a table? We tried standing and eating it outside but it was messy. And they have like 3 tables inside. So lots of people got it to go. Where do you guys go to eat it? I assume it takes too long to subway back to wherever you came from and fries are best enjoyed hot. So this was more of a snack before dinner. The fires were hot - I saw them making it when I ordered. And so they felt really fresh and it wasn't too oily which I liked. It's in between the skinny and steak fries which is good. And just great potato taste. Stuck with the most popular sauces it seemed - the mango chutney mayo and the rosemary garlic mayo. I preferred the mango because the garlic was really overpowering on the other one. But yeah I liked - something different other than just ketchup. I have still not tried poutine and that's def next on my list to try.",7,4,6,3
1000,125700,906,1/15/12,"I can not say enough about this place. On a freezing night in NYC, you CANNOT find a better place to eat. Request a seat close to the window, order a bowl of  bowl of spicy sweet prawn mee (it will warm you up!), savor the complimentary tea and watch the world pass you by. The service is quick and polite, the food is fantastic and inexpensive, the restaurant is clean, cozy and warm. what more could you be looking more?",9,9,8,9
1001,152321,760,1/1/14,"Definitely will be seeing me again! Service was casual and laid back just like the atmosphere. Great music, vibes, people and staff! Tommy was our server and he was excellent. Especially on NYE! Had the catfish Po'Boy and a sazerac. Both were awesome. Also had a Sidecar - which was delicious. The shrimp n grits were excellent! Lastly the French 75 was a great cocktail. Can't wait to try Brunch!!",8,7,8,8
1002,107825,542,11/16/14,"Ok found a place that can compete with the pizzas I 've had in Italy.  The crust was flavorful with a nice crunchy texture.  The sauce was fresh and was comparable to italy. The cheese was not as creamy or flavorful as it should be, the quality was just not up to my super high standards.  Although this is probably the best pizza I ve had out side of Italy it would still be considered below average by that standard. I would highly recommend this place and would definitely eat here again. My search continues. I ll probably have to wait till I return to italy to find what I am looking for.",6,6,5,6
1003,125337,202,11/15/14,"OH MY GOODNESS. This place is so adorable and accommodating. My husband and I come here every weekend. We just die for the atmosphere and friendly staff. I wish it was open earlier during the week so my little one and I could get lunch there more often. Try the french toast, you will NOT be sorry. It's the best french toast in the entire world, don't tell my Belgian grandmother.",7,9,6,9
1004,94070,603,11/18/11,"Really good! We got the tasting menu and everything was wonderful! Shockingly, none of the things I was leaning towards ordering were on the tasting menu, but I was pleasantly surprised with a soup taster, brussel sprouts, pork belly, ribs, tuna, 2 desserts, and I'm pretty sure I'm missing something in there.  The brussel sprouts were my favorite and the ribs came in close second. The service was outstanding and the wine list didn't disappoint either.  I will be coming back to try some of the many other items on the menu!",8,7,7,6
1005,90785,454,8/22/14,"This is my favorite spot to eat breakfast at in NYC. I visited Cafeteria in the beginning of May 2013. We visited the place 3 times during our stay, and every time was a great experience. The staff was friendly and very professional towards us. The food was superb and the portions was very big. If you want to eat a steak for breakfast, I can highly recommend to do it here. I had not tried it before, so this was new to me, but also very delightful. The prices are very fair compared to quality of the food and service.",8,4,7,2
1006,65725,287,6/12/12,"Until last night, I would have given Heidi's 4.5 stars. But Heidi has overstepped with the new prices on the menu. 6 dollars for bacon on a hamburger? Plus 3 for cheese? The burger is 13 dollars. With the extras, it's 22. You can have one at that price at one of the great steakhouses, like AJ Maxwells or Bobby Van's. 4 dollars for extra chips for guacamole? How about serving a decent amount to begin with? I have been going to Heidi's since it opened, and I think Cipi's food is top-notch, and the service often is too, which have made up for the cramped surroundings and too-off-the- beaten-path location. I understand inflation, but these price hikes are too much. I suggest she rethink them. Also, changing to a large-size menu was another mistake. It screamed, ""I've jacked up the prices"" and took away some of the intimate charm.",4,7,5,6
1007,22920,107,1/3/15,"Yesterday the bartender with the blonde hair was so nice even though the place was very busy and he was the only bartender. Go you! Great food & good drinks :) I wish I got to spend more time there, but I had to catch a movie at the sunshine.",9,8,7,8
1008,23863,909,3/14/11,Went here yesturday with my husband and some friends. I really enjoyed this place. The food was great and the price was right. The atmosphere and design is very chic and glam. Love it. The wait staff was efficient and poliet. Food was delicious (love the seasame tofu) My favorite was the iced honey green tea with lychee juice. OMG yum! The lunch special was a real steal. I liked this place alot. Definately recoomended and I look forward to going back.,9,8,8,7
1009,115925,708,2/10/13,The Bucatini alla Amatriciana is a must! Delicious just like made in Rome.,9,9,8,9
1010,83252,412,6/2/12,"Delicious macaroons! I've always wanted to try them and what better place to do so. The window displays alone were enough to draw me in. Gorgeous and lush set up. I even convinced my brother to buy some for him and his wife. Of course the macaroons may seem expensive, but once you taste them you won't regret paying a few extra dollars for a delicious treat. I really enjoyed the chocolate and the salted caramel ones. Plus the box alone they wrap them in are worth the money. I still have mine as a decoration. Will definitely be going back here when I visit NYC!",8,7,7,6
1011,28980,302,8/20/14,"People say, sometimes less is more but when it comes to Vietnamese banh mi,  I rather have the real deal. The simple yet ideal banh mi would consist of evenly lathered pâté on freshly made baguettes, filled with fresh ingredients of your choice and garnished to perfection. The perfect banh mi would leave you inexplicably wanting more. Although Banh Mi Saigon's banh mi is not the worse I've had, it's definitely not the greatest. The location was very accessible and the wait during weekday lunch hour was surprisingly bearable. While ordering two of the #4 Vietnamese ham and pâté ($4.50) to go, I eagerly anticipated the light yet crispy texture of the french baguette in harmonious with the ham and pâté I was so spoiled with as a child, but soon realized that reality was far from what I had hoped for. The baguette was disappointingly stale and the pâté was mediocre. The Vietnamese ham a.k.a cha lua was sub-par. It definitely did not taste any different from your everyday typical store brought ham. The pickled daikon and carrots were on the sweeter side with an overwhelmingly bitter aftertaste. Strange would be a total understatement. The combination of the banh mi had left me sick to my stomach. Not even a cafe sua da (Vietnamese iced coffee) can relinquish my awful banh mi experience. I would recommend mastering the art of creating the perfect banh mi at home or for the sake of convenience, have your significant other master it for you! The interior was efficient, service was very attentive and friendly but the banh mi served at Banh Mi Saigon was absolutely dreadful! Save yourself the stomachache, it's not worth the Dr. visit.",6,8,5,7
1012,137213,854,2/13/14,"Far from being the best Lebanese joint in town.   I use to frequent their original location and, personally, I much preferred it back then (yeah it was smaller, but it seemed more homey & Wafa was just a few feet away in her open kitchen and she'd engage us in conversation).  Now, the new place just seems to have lost so much of that home feel & more importantly, FLAVOR. The service was on the slow end.  The hummus was blah (too much tahini), the kafta was dry but at least the chicken shawarma was good.  At their current price points, I felt extremely disappointed (especially since there are sooo many other cheaper & better options in Astoria & Brooklyn). I really had high hopes for an authentic Lebanese spot closer to home.  Sorry Wafa, you're just not it.",3,6,5,4
1013,71608,386,9/14/14,Waited 45 minutes for our food and only got attitude when we asked where it was. We were in a tight narrow hallway so they kept bumping into us with other people's dishes. We were clearly a nuisance to them so we will do them a favor and will never go back.,2,7,1,8
1014,152133,411,8/31/14,"Friendly place and nice decor. The chicken roulade was delicious, save for the dryness of the chicken. The vegetables and fettuccini in the Fettuccini with Chicken were on the bland size. The service left much to he desired (our glasses weren't refilled even once and had to wait for the waiter to collect the check).",4,5,3,6
1015,82670,410,3/5/10,"the sangria was mind meltingly delicious. i was looking forward to the crab cakes with mango jalapeno sauce, but it ended up being more like crab cakes with mango bruchetta, if that makes any sense. i was looking forward to spicy sweet cheesy goodness, but it was diced mango with a vaguely tomato taste. a little expensive for the portion sizes, but the service was friendly and the atmosphere was nice.",7,3,6,4
1016,43010,841,8/28/13,"What can I say? The fried chicken, the mac 'n cheese (something I was never a huge believer in), even the biscuit with all the honey you can drizzle -- all as good as you've heard.",8,8,7,7
1017,80202,391,4/1/13,"Came here for brunch. Service was excellent. Had the avocado toast and baked eggs with basil, tomato sauce and sausage. Loved both dishes. The portions were just right. The coffee was very bold, which is exactly how i like my coffee. Wasn't overly expensive either. It's located right next to west side highway too so you can take a stroll along the river. Perfect start to any day",8,7,9,7
1018,1011,72,12/20/10,"Went here on a Friday afternoon/evening around 4:30. 10 minute wait, though the time from seating to food arriving was less than 5. That impressed me-- was on the edge about giving 3 stars or 4.   Ordered the standard chicken ramen soup. The pork pieces were a little small and got lost in the soup, but noodles were nicely al dente, and the chefs were cheerful and talkative. Maybe too many onions for my taste though. Place is absolutely tiny, and cash only. 3.5 stars",6,5,7,6
1019,22304,841,8/18/11,saturday and sunday brunch. the best. also great for dinner!,9,7,8,6
1020,3006,405,6/20/11,"the food is pretty good and the price is very reasonable. We tried the black squid ink linguine with seafood, the rigatoni ficaccua and risotto with shrimp.The linguine dish had tons of seafood on it and it tasted the best. Next is the rigatoni . The sauce was very rich and creamy. love it. The risotto dish is alright but I feel the risotto was overcooked and the  5 shrimps that I had were also slightly overcooked as well. not crazy about that dish and won't be ordering that again.",7,3,6,3
1021,4120,363,1/5/12,"Love their fries and bread but the noise, crowd, and poor service makes the dining experience not so great.",5,4,6,5
1022,47761,179,9/24/13,"Top Notch Taquitos made fresh with your choice of villings. Don't be a dummy - get them chronic style, with all the fixings. Bonus points open late and for playing good music.",9,8,8,7
1023,85728,422,6/24/12,"My favorite burrito!  I like the grilled steak, but I notice that the most popular amongst customers is the chicken ranchero.  That is also good.  Very large menu which extensive veggie and vegan option.  Also, free chips and salsa.  Their salsa is great, chuncy with nice tomato and onion with plenty of cilanto. The place is really a whole-in-the-wall kind of joint, but has the greatest mexican food.  The burrito ""box"" also owns a ""lunch box"" place accross the street which has sandwiches and soups but closes early.  Buritto Bos is open pretty late, which is great because you never know when you will get the craving.",7,6,6,5
1024,112381,555,1/17/13,"Haha I mean what do you want me to say? Itinerary: go to a pub/bar/club/dive/party in NYC. Have lots of booze. Leave Party. Walk/cab/subway/skate/bike/limp/crawl to 53rd and 6th if you want halal food. It's awesome, the sauce is do it yourself (crucial in the halal game) and they give you way too much food. If you were drunk what would you do?",9,9,8,9
1025,3727,633,6/22/14,"UNSAFE STAY AWAY I've actually been a huge supporter of this place for the past few months - and their bao is unique to the neighborhood and generally well flavored (though the spicy mayo is needed to supplement their flavors) - but recent had a terrible experience there with very unsafe / not fit for consumption food. I ordered their 'filet of bao' and 'smoked chicken taco' specials.  Their taco was filled with barely any meat - it was largely cartilage and convective tissue which cannot be eaten.  Their fish bao was served RAW. Like, they beaded it and briefly fried the outside,  but the fish on the inside was cold and uncooked.  Keep in mind - this is not sushi.  It is not safe to serve this type of fish raw.  It is not sushi-grade and not supposed to be raw.  While it was nice to hear the head chef screaming at his line cook for leaving it raw,  that didn't help my subsequent food poisoning. Seriously - their food handing and cooking,  in my experience,  appears to be very unsafe and can leave you very sick as it did with me. To be safe,  I suggest that you STAY AWAY.",1,9,2,9
1026,7710,26,8/17/12,"Lines are long in part due to the TV shows featuring them, but mainly due to the good food. The combo chicken and gyro meat with rice was great - the gyro meat was nicely seared which imparted even more flavor to it. Don't be afraid of the line, it moves pretty quick.",9,1,8,2
1027,42953,814,10/17/10,Rueben is the shit.  And the food is as well. One of our fave neighborhood spots.,8,8,9,9
1028,51379,808,9/3/12,"Yerba Buena has the sort of name that makes you think you've heard of it before, even if you haven't heard of the restaurant.  Well, that's what happened when I went there the first time.   After walking around the EV and LES on a weekend afternoon, we happen upon YB and decide we want to check it out (because we both think we heard of it before).  We're greeted by a very friendly host who pulls out the table for my date, compliments her dress, seats us, and promptly gives us water and menus.   The waiter comes over, informs us of unlimited brunch cocktails, and gives us the specials.  Ummm, did you say unlimited cocktails?  Bring it!  I tried all 4 of their cocktail specials, and while a couple were a little sweet for my liking, they certainly helped change my outlook of the afternoon.   My date and I order: 1. Tres Arepas - short ribs, pork belly and chicken deliciousness.  Very well done! 2. Sandwich Cubano - this ain't your over-the-counter Cubano.  Their version is really delicious and awesome! 3. Ceviche Limeno - not the best, but well done and I would definitely eat it again.   The interior of the place is nice, vibey and sophisticated without being stuffy.  Good place to go for dinner with friends and also on a date.   I'm not exactly sure why, maybe because I was dating this girl for awhile at the time, but I decided to drink as many of their cocktails as possible.  I even asked for more booze in the sweet cocktail, but my waiter told me it was pre-mixed and not possible.  When the brunch special was ending, I asked for two more drinks to round out the afternoon.  He obliged my request with a look of surprise and no attitude.  At the end of the day, I think I probably drank like 8-10 drinks with brunch (I mean mimosas are easy to drink and refreshing) but fear not, my review nor palate were swayed by all the drinks ;p",8,7,7,6
1029,104159,521,6/12/10,Waited over an hour for a regular pie and it was worth every mouth-watering second.,8,9,7,9
1030,11490,39,3/10/12,"Note : 6/10 Food : Good Wine: Ok Ambiance : Interesting! Service : Good Went there this afternoon and didn't have a reservation we've been lucky to get a table though. Ordered scallops, mussels with chorizo and croquetas with goat cheese it was good but I don't recommend the mussels which were good but not worth the price. The lamb was good but a little overcooked. We tried three different wines but didn't find any decent wine to please the food. The dessert were good except that the creme brulee which arrived cold at the table, that's a big mistake considering the ambition of the restaurant. Oh also concerning the ambiance I was really surprised that they only played music from the very early 90s, I still wonder why. The service was better than most of the restaurant I have been to In town, but just good, not great. An other time after I go in a restaurant in NYC I feel like the bill concerns more the walls than the dinner itself. For only 200$ and less in Paris you would have an outstanding and memorable dinner (two people), I don't think you can find the equivalence in NYC and everything I tried at this price remains very average.",6,5,4,6
1031,28261,366,11/17/12,Fantastic brunch! I don't know of something was blended into the sausage patties. They tasted different and they were amazing. Grits were awesome as well as the bacon. If you sit in the corner bring your sunglasses because there isn't a window shade.,8,7,7,6
1032,61203,263,7/9/13,Excellent! I had the octopus as an appetizer which was delicious and the spiced duck breast. I thought it was quite good but I tried a piece of my father's capretto- that was three times better! Instead of dessert I had grappa.... if you like sweet grappa I would highly recommend their cherry and almond grappa- delicious!,9,8,8,7
1033,40982,134,10/16/06,"Ok, the chef here was too much!!  We got the total lecture on how this was real sushi and not ""fake"" sushi and ergo no rolls that you find at other places.  It was good, don't get me wrong but sheesh a little less 'tude dude!  We actually got in late and they closed shop early.  We then went to McD's and got burgers.  We were still hungry!",4,7,5,8
1034,46442,808,4/9/14,"This review is for brunch.  Drinks are good (and the bottomless brunch special is great, but short -- $15 for 1 hour of unlimited refills), food is good, service was fine.  My only complaint is the cramped space, which I guess can't be helped in NYC and especially in the E. Village.   This was my first time at this location, though I've been to the Perry Street location several times (here's my review for that location: yelp.com/biz/yerba-buena…).  At this location, they do not have my guava pisco drink, which I can drink pitchers of all by my lonesome, so I settled for the mango margarita, which was good, but strong/sour.  I eventually switched to some sort of mimosa.  Obviously, after making the rookie mistake of mixing alcohols, I left with a banging headache, but honestly, I can't complain.  I def got my money's worth. To eat, we started with the guacamole, which is delicious, but be warned that the portion is not substantial, and splitting it between three people wasn't really ideal, but it was a nice way to begin the meal.  Two of us got the burger, which was excellent, and another friend got the fish tacos, which were really good, but the portion was SO TINY.  It was almost like a kid's meal or a side dish, and he's a big guy with a big appetite, so needless to say he wasn't satisfied.  For dessert, we got the french toast.  If you like the combination of sweet and salty, the french toast is absolutely perfect!  The combination of manchego cheese and dulce de leche is genius!  Not sure why I hadn't thought of it before!  ;-)   Even though this location was fine, the E. Village is a pain to get to considering that I live all the way uptown.  I'm not sure that it would be worth the trip to go all the way back down there for YB when I can just go to the Perry Street location, which is convenient to about a million trains.  If I'm in the neighborhood, I'll definitely be back.",6,6,4,5
1035,21446,247,8/9/13,"Very busy, very loud. Difficult to get in. If you do, you will encounter a large atmospheric space that (I assume, as I am not Japanese), mirrors the Japanese eating atmosphere- you can be sitting at a table with many others, just enjoying your own food. The people here are professionals and you feel well taken care of as a customer. The ramen IS tops, but you can find comparable ramen (think Totto) for cheaper than $14-17 without toppings.",7,3,6,2
1036,81198,400,9/22/13,"Awesome food, cold beer, plenty of heat in the salsa. Definitely recommended.",9,7,8,6
1037,130830,677,3/26/14,"Real food with fine people working here makes this place a definite must in NYC, Times Square.  Had breakfast here twice and the croissants with bacon and egg, the Latin oatmeal and Caffe Con Leche  are to die for at this Cuban breakfast and lunch casual eatery.",8,7,7,5
1038,128058,661,1/13/14,This place is amazing. The panini's melt in your mouth and the cheese they use is so tasty! I love their brunch options but just wish that they offered them during the week too and not just on Saturday and Sunday. I would totally go out of my way to stop here on the way to work to grab a breakfast panini if offered. They have a great selection of craft beer too. Seriously yum. I wish I lived closer as I would be here weekly.,8,7,7,5
1039,35082,108,8/16/09,"Delightful dining experience, I strongly recommend the jerk chicken as well as the macaroni & cheese. The tiny upstairs dining room makes you feel like you are at home. BYOB place, so make sure to grab some Red Stripe on the way.",9,7,8,6
1040,133078,699,11/29/10,Very good Greek spot on Upper West Side. We had lunch here at the bar and loved it. Octopus salad was outrageously good. Greek wine was delicious (I don't think have anything but Greek). The bartender was helpful and offered good conversation. Eat here for some good flavor in a relaxed causal atmosphere. Great value!,8,6,8,7
1041,3298,771,1/2/10,"Went there a couple of times for friends' event, but I won't return. Drinks were flavorful. Food, however, is not impressive. Calamari and deep fried plantain are reliable items. Had pan-fried pork and steak dishes both were dry. Fish dished seems to be in the same sauce. Lots people like this place, I don't get it.",4,7,3,6
1042,1916,4,10/28/11,"Who does not like shoe-string fries! ? Seriously! If I could eat these fries daily and not be bothered by the fact that I have now morphed in to a giant hippo- I could die happy. In a nut shell: Great lunch specials, awesome food, my only bone is... well Zagat gave it a ""b"" ! But then again - what does Zagat know!? I could crush Zagat if I wanted to... just sayin...",9,9,8,9
1043,121737,620,6/28/14,"The food is really good but it's a shame that I didn't get the chance to eat it.the first person you see and talk in the restaurant business is the Hostess , the way that the Hostess is dealing or talking to the customer is very important to make a long wait be more pleasant I wish it was like that in this case,it's my first time in my life that I get to the point that I'm leaving a restaurant and all because of a Hostess that thinks that rolling her eyes or talking to me and my friend like we are retarded is a good way of hospitality. Food is important but before that select good people to present your restaurant.",7,7,6,8
1044,44897,845,6/2/14,Loved the ambience of this cute little place. They do not take reservations just walk in. Bread with olive oil and olives that they serve is pretty good. For main course we ordered risotto and 2 way lamb which was excellent.,8,3,9,6
1045,14478,795,5/20/13,"This place gets major props for the funny bartenders who made our night extra fun.  I wish they would offer the ricotta cheese dish with just the cheese - I'm a much bigger fan of the free bread offered than the bread that came with the cheese.  I think I'm going through a major carb phase because the past few supposedly great restaurants I've been to, I found myself enjoying the bread way more than the dishes I'm paying for. I like the kale salad a lot, despite it being doused in way too much cheese, and my pasta - the chitarra with red shrimp was pretty good.  They definitely skimped on the shrimp though, which is kind of embarrassing I think for such a nice establishment. The rabbit was too lightly seasoned and not very exciting. Great bathrooms - large, with a sitting area and three stalls. I can't say how much I appreciate restaurants that actually take care to make sure all their facilities are comfortably pleasant for their customers.",7,6,6,5
